Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Sequence
"1994-03-11","Function","MISSING","New_Funct/Rewritten","Usability","Rare Situation/Side Effects","ST",305
"1994-03-14","Interface","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","ST",306
"1994-03-14","Function","INCORRECT","New_Funct/Rewritten","Usability","Workload Volume/Stress","ST",307
"1994-03-16","Function","INCORRECT","New_Funct/Rewritten","Capability","Workload Volume/Stress","ST",308
"1994-03-17","Checking","INCORRECT","New_Funct/Rewritten","Usability","Rare Situation/Side Effects","ST",309
"1994-03-21","Function","MISSING","New_Funct/Rewritten","Usability","","ST",310
"1994-03-26","Checking","INCORRECT","PTM/DCR_error","Performance","Workload Volume/Stress","ST",311
"1994-03-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","ST",312
"1994-03-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","ST",313
"1992-04-01","Documents","INCORRECT","Reused_Code","Installability","","BLD",314
"1992-04-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",315
"1992-04-16","Algorithm","INCORRECT","New_Funct/Rewritten","Usability","","FCT",316
"1992-04-17","Checking","MISSING","New_Funct/Rewritten","Usability","","FCT",317
"1992-04-23","Function","MISSING","New_Funct/Rewritten","Usability","","FCT",318
"1992-04-23","Function","MISSING","New_Funct/Rewritten","Usability","","FCT",319
"1992-09-10","Build/Package/Merge","INCORRECT","","Capability","","FCT",320
"1992-09-22","Documents","MISSING","New_Funct/Rewritten","Documentation","","WLM",321
"1992-10-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","BLD",322
"1992-10-29","Checking","INCORRECT","New_Funct/Rewritten","Capability","","ST",323
"1992-12-07","Documents","INCORRECT","New_Funct/Rewritten","Installability","","WLM",324
"1992-12-07","Function","INCORRECT","New_Funct/Rewritten","Usability","","BLD",325
"1992-12-08","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",326
"1992-12-10","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","FCT",327
"1992-12-17","Checking","","New_Funct/Rewritten","Capability","","FCT",328
"1992-12-18","Function","INCORRECT","Rollup/Parallel_Development","Usability","","FCT",329
"1993-02-08","Build/Package/Merge","INCORRECT","","Installability","","FCT",330
"1993-02-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",331
"1993-02-11","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",332
"1993-02-12","Build/Package/Merge","","Rollup/Parallel_Development","Capability","","FCT",333
"1993-02-18","Interface","INCORRECT","New_Funct/Rewritten","Capability","Logic Flow","BLD",334
"1993-02-19","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",335
"1993-03-19","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Capability","","BLD",336
"1993-03-19","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",337
"1993-03-19","Documents","INCORRECT","New_Funct/Rewritten","Documentation","","FCT",338
"1993-03-20","Interface","INCORRECT","New_Funct/Rewritten","Capability","","WLM",339
"1993-03-25","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",340
"1993-03-25","Interface","INCORRECT","New_Funct/Rewritten","Usability","","FCT",341
"1993-03-30","Checking","MISSING","New_Funct/Rewritten","Usability","","FCT",342
"1993-04-02","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",343
"1993-04-08","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",344
"1993-04-08","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","FCT",345
"1993-04-08","Checking","INCORRECT","New_Funct/Rewritten","Usability","","FCT",346
"1993-04-13","Function","INCORRECT","Rollup/Parallel_Development","Capability","","BLD",347
"1993-04-13","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","FCT",348
"1993-04-13","Checking","INCORRECT","New_Funct/Rewritten","Documentation","","FCT",349
"1993-04-13","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",350
"1993-04-14","Function","INCORRECT","New_Funct/Rewritten","Capability","","BLD",351
"1993-04-16","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",352
"1993-04-21","Checking","INCORRECT","","Capability","","UT",353
"1993-04-21","Function","MISSING","New_Funct/Rewritten","Usability","","FCT",354
"1993-04-22","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","BLD",355
"1993-04-23","Build/Package/Merge","MISSING","New_Funct/Rewritten","Installability","","BLD",356
"1993-04-23","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",357
"1993-04-23","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",358
"1993-04-26","Documents","MISSING","Rollup/Parallel_Development","Documentation","","BLD",359
"1993-04-27","Function","INCORRECT","","Capability","","WLM",360
"1993-04-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",361
"1993-05-04","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Installability","","BLD",362
"1993-05-05","Interface","MISSING","New_Funct/Rewritten","Maintain/Service","Test Sequencing/Interaction","FCT",363
"1993-05-05","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","Test Sequencing/Interaction","FCT",364
"1993-05-05","Checking","INCORRECT","New_Funct/Rewritten","Usability","","FCT",365
"1993-05-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",366
"1993-05-06","Checking","MISSING","New_Funct/Rewritten","Usability","","FCT",367
"1993-05-06","Function","MISSING","New_Funct/Rewritten","Usability","","FCT",368
"1993-05-07","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",369
"1993-05-10","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",370
"1993-05-11","Algorithm","INCORRECT","New_Funct/Rewritten","Usability","","FCT",371
"1993-05-11","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","FCT",372
"1993-05-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",373
"1993-05-11","Algorithm","MISSING","New_Funct/Rewritten","Usability","","FCT",374
"1993-05-12","Interface","INCORRECT","New_Funct/Rewritten","Performance","","FCT",375
"1993-05-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",376
"1993-05-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",377
"1993-05-17","Checking","INCORRECT","Prior_Release","Capability","","GA",378
"1993-05-18","Checking","","New_Funct/Rewritten","Reliability/Avail","","FCT",379
"1993-05-19","Checking","MISSING","New_Funct/Rewritten","Capability","","BLD",380
"1993-05-21","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",381
"1993-05-24","Build/Package/Merge","MISSING","New_Funct/Rewritten","Capability","","FCT",382
"1993-05-24","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",383
"1993-05-26","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Sequencing/Interaction","FCT",384
"1993-05-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",385
"1993-05-27","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Sequencing/Interaction","FCT",386
"1993-05-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",387
"1993-06-01","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",388
"1993-06-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","UT",389
"1993-06-02","Documents","INCORRECT","New_Funct/Rewritten","Documentation","","UT",390
"1993-06-02","Documents","INCORRECT","New_Funct/Rewritten","Documentation","","UT",391
"1993-06-04","Build/Package/Merge","MISSING","Rollup/Parallel_Development","Capability","","FCT",392
"1993-06-09","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",393
"1993-06-09","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",394
"1993-06-10","Checking","INCORRECT","New_Funct/Rewritten","Usability","","FCT",395
"1993-06-10","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","FCT",396
"1993-06-10","Algorithm","INCORRECT","New_Funct/Rewritten","Usability","","FCT",397
"1993-06-10","Documents","INCORRECT","New_Funct/Rewritten","Usability","","FCT",398
"1993-06-10","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",399
"1993-06-11","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",400
"1993-06-14","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT",401
"1993-06-16","Build/Package/Merge","INCORRECT","","Capability","","UT",402
"1993-06-16","Interface","MISSING","Reused_Code","Usability","","WLM",403
"1993-06-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","FCT",404
"1993-06-17","Assignment/Initialization","MISSING","Reused_Code","Usability","Test Coverage/Variation","WLM",405
"1993-06-18","Assignment/Initialization","MISSING","Reused_Code","Capability","Rare Situation/Side Effects","WLM",406
"1993-06-18","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",407
"1993-06-21","Documents","INCORRECT","New_Funct/Rewritten","Installability","","UT",408
"1993-06-21","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",409
"1993-06-21","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Performance","","UT",410
"1993-06-23","Algorithm","INCORRECT","Reused_Code","Installability","Rare Situation/Side Effects","WLM",411
"1993-06-24","Interface","INCORRECT","New_Funct/Rewritten","Capability","","UT",412
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Capability","","BLD",413
"1993-06-27","Algorithm","INCORRECT","New_Funct/Rewritten","Maintain/Service","","FCT",414
"1993-06-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","FCT",415
"1993-06-28","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",416
"1993-06-29","Build/Package/Merge","MISSING","New_Funct/Rewritten","Usability","","FCT",417
"1993-06-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",418
"1993-06-29","Function","INCORRECT","Rollup/Parallel_Development","Capability","","UT",419
"1993-06-29","Checking","MISSING","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",420
"1993-06-30","Function","INCORRECT","New_Funct/Rewritten","Capability","","FCT",421
"1993-07-02","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","FCT",422
"1993-07-09","Documents","INCORRECT","New_Funct/Rewritten","Documentation","","FCT",423
"1993-07-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",424
"1993-07-12","Interface","INCORRECT","New_Funct/Rewritten","Capability","Workload Volume/Stress","ST",425
"1993-07-15","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","FCT",426
"1993-07-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","FCT",427
"1993-07-19","Checking","MISSING","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT",428
"1993-07-21","Interface","INCORRECT","New_Funct/Rewritten","Capability","","FCT",429
"1993-07-22","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","FCT",430
"1993-07-22","Function","INCORRECT","New_Funct/Rewritten","Capability","Recovery/Exception","WLM",431
"1993-07-24","Function","INCORRECT","New_Funct/Rewritten","Capability","Recovery/Exception","WLM",432
"1993-07-26","Checking","MISSING","New_Funct/Rewritten","Capability","Test Sequencing/Interaction","FCT",433
"1992-05-28","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",434
"1992-04-01","Checking","MISSING","New_Funct/Rewritten","Performance","","ST",435
"1992-04-01","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",436
"1992-04-06","Interface","INCORRECT","","Capability","","WLM",437
"1992-04-09","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",438
"1992-04-09","Interface","INCORRECT","New_Funct/Rewritten","Performance","","ST",439
"1992-04-09","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",440
"1992-04-09","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",441
"1992-04-09","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",442
"1992-04-09","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",443
"1992-04-15","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",444
"1992-04-15","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",445
"1992-04-15","Interface","INCORRECT","New_Funct/Rewritten","Performance","","ST",446
"1992-04-15","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",447
"1992-04-15","Checking","INCORRECT","New_Funct/Rewritten","Performance","","ST",448
"1992-04-16","Checking","MISSING","New_Funct/Rewritten","Performance","","ST",449
"1992-04-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",450
"1992-04-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",451
"1992-04-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","ST",452
"1992-05-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",453
"1992-05-22","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",454
"1992-05-26","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","ST",455
"1992-05-26","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","","ST",456
"1992-06-04","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",457
"1992-06-04","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",458
"1992-06-06","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",459
"1992-06-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",460
"1992-06-06","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","WLM",461
"1992-07-14","Function","INCORRECT","New_Funct/Rewritten","Capability","Logic Flow","ST",462
"1992-07-14","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",463
"1992-08-04","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",464
"1992-08-12","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",465
"1992-08-12","Function","MISSING","New_Funct/Rewritten","Usability","","ST",466
"1992-08-12","Function","","New_Funct/Rewritten","Reliability/Avail","","ST",467
"1992-08-12","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",468
"1992-08-12","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",469
"1992-08-26","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",470
"1992-09-14","Checking","INCORRECT","New_Funct/Rewritten","Capability","","ST",471
"1992-09-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","ST",472
"1992-09-28","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",473
"1992-10-14","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","WLM",474
"1992-10-19","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",475
"1992-10-26","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",476
"1992-12-08","Function","INCORRECT","New_Funct/Rewritten","Capability","","ST",477
"1992-12-14","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",478
"1992-12-14","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Logic Flow","ST",479
"1992-12-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Logic Flow","ST",480
"1992-12-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",481
"1992-12-18","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",482
"1992-12-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",483
